Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
https://www.jhsph.edu/departments/epidemiology/student-handbook/index.html,2,text/html;charset=UTF-8,200,OK,2016-2017-Student Handbook-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,99,871,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Student Handbook,16,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/student-handbook/index.html,24280,435,13.503048,1,1,0.14,128,110,17,17,0.632,,,,https://www.jhsph.edu/departments/epidemiology/student-handbook/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACULTY DIRECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/faculty-directory,2,text/html;charset=UTF-8,200,OK,Faculty Directory - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,96,795,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Faculty Directory,17,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory/index.html,162486,2743,13.254428,10,3,0.41,413,392,19,19,0.781,,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory
https://www.jhsph.edu/departments/epidemiology/faculty-directory/,1,text/html;charset=UTF-8,200,OK,Faculty Directory - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,96,795,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Faculty Directory,17,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory/index.html,162490,2743,13.254102,159,155,21.15,413,392,19,19,1.052,,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory/
https://www.jhsph.edu/departments/epidemiology/faculty-directory/index.html,2,text/html;charset=UTF-8,200,OK,Faculty Directory - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,96,795,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Faculty Directory,17,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory/index.html,162530,2743,13.250839,1,1,0.14,413,393,19,19,0.713,,,,https://www.jhsph.edu/departments/epidemiology/faculty-directory/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACADEMIC SUPPORT CORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/academic-support-core/,1,text/html;charset=UTF-8,200,OK,Academic Support Core-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,94,821,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Academic Support Core,21,,0,How We Can Help  ,17,Who We Are,10,,,https://www.jhsph.edu/departments/epidemiology/academic-support-core/index.html,27455,572,15.737131,158,155,21.15,130,107,17,17,0.952,,,,https://www.jhsph.edu/departments/epidemiology/academic-support-core/
https://www.jhsph.edu/departments/epidemiology/academic-support-core/index.html,2,text/html;charset=UTF-8,200,OK,Academic Support Core-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,94,821,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Academic Support Core,21,,0,How We Can Help  ,17,Who We Are,10,,,https://www.jhsph.edu/departments/epidemiology/academic-support-core/index.html,27475,572,15.725674,1,1,0.14,130,108,17,17,0.587,,,,https://www.jhsph.edu/departments/epidemiology/academic-support-core/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/programs/,1,text/html;charset=UTF-8,200,OK,Programs-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,81,708,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Programs,8,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/programs/index.html,26419,473,13.306834,158,155,21.15,138,114,17,17,1.193,,,,https://www.jhsph.edu/departments/epidemiology/programs/
https://www.jhsph.edu/departments/epidemiology/programs/index.html,2,text/html;charset=UTF-8,200,OK,Programs-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,81,708,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Programs,8,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/programs/index.html,26439,473,13.296765,1,1,0.14,138,115,17,17,0.663,,,,https://www.jhsph.edu/departments/epidemiology/programs/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSTDOCTORAL FELLOWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/,1,text/html;charset=UTF-8,200,OK,Postdoctoral Fellows - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,99,826,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Postdoctoral Fellows,20,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/index.html,27494,845,21.395569,161,155,21.15,130,108,18,18,0.944,,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/
https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/index.html,2,text/html;charset=UTF-8,200,OK,Postdoctoral Fellows - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,99,826,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Postdoctoral Fellows,20,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/index.html,27514,845,21.380013,1,1,0.14,130,109,18,18,0.687,,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/index.html
https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/postdocs-2016.html,2,text/html;charset=UTF-8,200,OK,2016-2017 Postdocs - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,97,825,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Postdoctoral Fellows,20,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/postdocs-2016.html,31657,856,21.107004,5,3,0.41,133,111,26,26,0.978,,,,https://www.jhsph.edu/departments/epidemiology/postdoctoral-fellows/postdocs-2016.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACULTY OPENINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/faculty-openings/,1,text/html;charset=UTF-8,200,OK,Faculty Openings-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,89,770,The Department of Epidemiology at the Johns Hopkins Bloomberg School of Public Health invites applications for a tenure-track position in cardiovascular or clinical epidemiology at the Assistant or Associate Professor level.,224,1299,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Faculty Openings,16,,0,Tenure-Track Position in Genetic Epidemiology,45,,0,,,https://www.jhsph.edu/departments/epidemiology/faculty-openings/index.html,26069,648,18.753117,158,155,21.15,122,102,18,18,0.833,,,,https://www.jhsph.edu/departments/epidemiology/faculty-openings/
https://www.jhsph.edu/departments/epidemiology/faculty-openings/index.html,2,text/html;charset=UTF-8,200,OK,Faculty Openings-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,89,770,The Department of Epidemiology at the Johns Hopkins Bloomberg School of Public Health invites applications for a tenure-track position in cardiovascular or clinical epidemiology at the Assistant or Associate Professor level.,224,1299,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Faculty Openings,16,,0,Tenure-Track Position in Genetic Epidemiology,45,,0,,,https://www.jhsph.edu/departments/epidemiology/faculty-openings/index.html,26089,648,18.738739,1,1,0.14,122,103,18,18,0.714,,,,https://www.jhsph.edu/departments/epidemiology/faculty-openings/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/epidemiology/news/,1,text/html;charset=UTF-8,200,OK,News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,83,705,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2018 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/index.html,24845,453,13.115414,171,155,21.15,132,112,17,17,0.897,,,,https://www.jhsph.edu/departments/epidemiology/news/
https://www.jhsph.edu/departments/epidemiology/news/2013/,2,text/html;charset=UTF-8,200,OK,2013-News-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,82,721,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2013 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2013/index.html,32678,622,13.457184,18,15,2.05,147,127,18,18,0.741,,,,https://www.jhsph.edu/departments/epidemiology/news/2013/
https://www.jhsph.edu/departments/epidemiology/news/2013/index.html,3,text/html;charset=UTF-8,200,OK,2013-News-Epidemiology-Departments-Johns Hopkins Bloomberg School of Public Health,82,721,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2013 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2013/index.html,32698,622,13.448951,1,1,0.14,147,128,18,18,0.659,,,,https://www.jhsph.edu/departments/epidemiology/news/2013/index.html
https://www.jhsph.edu/departments/epidemiology/news/2014/,2,text/html;charset=UTF-8,200,OK,2014 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2014 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2014/index.html,30310,748,17.016432,18,15,2.05,150,130,17,17,1.602,,,,https://www.jhsph.edu/departments/epidemiology/news/2014/
https://www.jhsph.edu/departments/epidemiology/news/2014/index.html,3,text/html;charset=UTF-8,200,OK,2014 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2014 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2014/index.html,30330,748,17.005209,1,1,0.14,150,131,17,17,0.645,,,,https://www.jhsph.edu/departments/epidemiology/news/2014/index.html
https://www.jhsph.edu/departments/epidemiology/news/2015/,2,text/html;charset=UTF-8,200,OK,2015 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2015 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2015/index.html,28386,625,15.372419,18,15,2.05,146,126,17,17,1.587,,,,https://www.jhsph.edu/departments/epidemiology/news/2015/
https://www.jhsph.edu/departments/epidemiology/news/2015/index.html,3,text/html;charset=UTF-8,200,OK,2015 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2015 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2015/index.html,28406,625,15.361593,1,1,0.14,146,127,17,17,1.293,,,,https://www.jhsph.edu/departments/epidemiology/news/2015/index.html
https://www.jhsph.edu/departments/epidemiology/news/2016/,2,text/html;charset=UTF-8,200,OK,2016 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2016 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2016/index.html,27444,581,14.876093,18,15,2.05,142,122,17,17,1.262,,,,https://www.jhsph.edu/departments/epidemiology/news/2016/
https://www.jhsph.edu/departments/epidemiology/news/2016/index.html,3,text/html;charset=UTF-8,200,OK,2016 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2016 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2016/index.html,27464,581,14.865258,1,1,0.14,142,123,17,17,1.282,,,,https://www.jhsph.edu/departments/epidemiology/news/2016/index.html
https://www.jhsph.edu/departments/epidemiology/news/2017/,2,text/html;charset=UTF-8,200,OK,2017 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2017 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2017/index.html,27995,604,15.337621,18,15,2.05,144,124,17,17,1.393,,,,https://www.jhsph.edu/departments/epidemiology/news/2017/
https://www.jhsph.edu/departments/epidemiology/news/2017/index.html,3,text/html;charset=UTF-8,200,OK,2017 - News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,90,761,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2017 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/2017/index.html,28015,604,15.326669,1,1,0.14,144,125,17,17,1.34,,,,https://www.jhsph.edu/departments/epidemiology/news/2017/index.html
https://www.jhsph.edu/departments/epidemiology/news/index.html,2,text/html;charset=UTF-8,200,OK,News - Epidemiology - Departments - Johns Hopkins Bloomberg School of Public Health,83,705,,0,0,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,2018 News Releases,18,,0,,0,,0,,,https://www.jhsph.edu/departments/epidemiology/news/index.html,24865,453,13.104863,1,1,0.14,132,113,17,17,0.587,,,,https://www.jhsph.edu/departments/epidemiology/news/index.html
