Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
https://ehe.jhu.edu/undergraduate/degree-programs/general-major-information/bachelor-of-science-in-environmental-engineering.html,1,text/html;charset=UTF-8,200,OK,Majors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,120,1009,,0,0,,0,Department of Environmental Health & Engineering,48,Bachelor of Science in Environmental Engineering,48,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-major-information/bachelor-of-science-in-environmental-engineering.html,15363,234,11.699981,,16,13,3.49,59,52,10,10,4cc542e8d86814df9e2ba29bc814df85,0.343,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-major-information/bachelor-of-science-in-environmental-engineering.html
https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/,2,text/html;charset=UTF-8,200,OK,Minors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,120,1009,,0,0,,0,Department of Environmental Health & Engineering,48,Minors,6,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/index.html,16390,305,14.06517,,20,14,3.76,63,53,10,10,af4a990157ee80d4b505654691802819,0.363,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/
https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/engineering-for-sustainable-development.html,2,text/html;charset=UTF-8,200,OK,Engineering for Sustainable Development - Minors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,162,1357,,0,0,,0,Department of Environmental Health & Engineering,48,The Engineering for Sustainable Development Minor,49,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/engineering-for-sustainable-development.html,16570,377,17.167694,,12,7,1.88,59,52,10,10,ac2177ada716aef490e1cf6ecaf0ed31,0.261,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/engineering-for-sustainable-development.html
https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-engineering.html,2,text/html;charset=UTF-8,200,OK,Environmental Engineering - Minors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,148,1241,,0,0,,0,Department of Environmental Health & Engineering,48,The Environmental Engineering Minor,35,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-engineering.html,15539,252,12.510458,,12,7,1.88,59,52,10,10,ae8f7845b66b609762de1c5c6c685175,0.313,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-engineering.html
https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-sciences.html,2,text/html;charset=UTF-8,200,OK,Environmental Sciences - Minors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,145,1218,,0,0,,0,Department of Environmental Health & Engineering,48,The Environmental Sciences Minor,32,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-sciences.html,15015,188,9.71029,,10,7,1.88,59,52,10,10,8e62cbc1252ea4e3a22765247f24e64b,0.28,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/environmental-sciences.html
https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/index.html,3,text/html;charset=UTF-8,200,OK,Minors - Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,120,1009,,0,0,,0,Department of Environmental Health & Engineering,48,Minors,6,,0,,0,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/index.html,16410,305,14.048025,,1,1,0.27,63,54,10,10,2e0341e131d48711a164db6ba84a49de,0.266,,,,https://ehe.jhu.edu/undergraduate/degree-programs/general-minor-information/index.html
https://ehe.jhu.edu/undergraduate/degree-programs/index.html,3,text/html;charset=UTF-8,200,OK,Degree Programs - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,111,939,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Programs,22,Majors,6,Combined Bachelor/Master's Degree Program,41,,,https://ehe.jhu.edu/undergraduate/degree-programs/index.html,17415,347,15.350599,,1,1,0.27,66,58,10,10,ba5f2518585af3631c6a2d20c5f1f2d2,0.232,,,,https://ehe.jhu.edu/undergraduate/degree-programs/index.html
https://ehe.jhu.edu/undergraduate/index.html,1,text/html;charset=UTF-8,200,OK,Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,93,781,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate,13,Environmental Engineering Program Overview,42,Degree Programs,15,,,https://ehe.jhu.edu/undergraduate/index.html,17004,302,13.890849,,8,8,2.15,60,55,13,13,9f1cdb93031a3fe6d85ebeeca8dc6027,0.37,,,,https://ehe.jhu.edu/undergraduate/index.html
https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/,2,text/html;charset=UTF-8,200,OK,Program Objectives and Outcomes - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,127,1077,,0,0,,0,Department of Environmental Health & Engineering,48,Program Objectives and Outcomes,31,ABET Program Educational Objectives,35,ABET Student Outcomes,21,,,https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/index.html,22488,1107,35.237587,,48,45,12.1,53,47,13,13,3a5af2e671a8f4a493e5aa850e190cc2,0.281,,,,https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/
https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/index.html,2,text/html;charset=UTF-8,200,OK,Program Objectives and Outcomes - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,127,1077,,0,0,,0,Department of Environmental Health & Engineering,48,Program Objectives and Outcomes,31,ABET Program Educational Objectives,35,ABET Student Outcomes,21,,,https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/index.html,22508,1107,35.206257,,3,3,0.81,53,48,13,13,7eb7923f28123d15c7078470d441f7f9,0.202,,,,https://ehe.jhu.edu/undergraduate/program-objectives-and-outcomes/index.html
https://ehe.jhu.edu/undergraduate/teaching-labs/,1,text/html;charset=UTF-8,200,OK,Whiting School of Engineering Research and Labs - Research - Department of Environmental Health and Engineering - Johns Hopkins University,138,1156,,0,0,,0,Department of Environmental Health & Engineering,48,Teaching Labs at WSE,20,,0,,0,,,https://ehe.jhu.edu/undergraduate/teaching-labs/index.html,15460,335,16.146978,,413,366,98.39,53,47,11,11,5b975cf2033c18f25798f7ef0d63456f,0.245,,,,https://ehe.jhu.edu/undergraduate/teaching-labs/
https://ehe.jhu.edu/undergraduate/teaching-labs/index.html,2,text/html;charset=UTF-8,200,OK,Whiting School of Engineering Research and Labs - Research - Department of Environmental Health and Engineering - Johns Hopkins University,138,1156,,0,0,,0,Department of Environmental Health & Engineering,48,Teaching Labs at WSE,20,,0,,0,,,https://ehe.jhu.edu/undergraduate/teaching-labs/index.html,15480,335,16.126114,,1,1,0.27,53,48,11,11,80a7644da9669b0b733eadfb13ee16e,0.148,,,,https://ehe.jhu.edu/undergraduate/teaching-labs/index.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/,2,text/html;charset=UTF-8,200,OK,Undergraduate Advising - Department of Environmental Health and Engineering - Johns Hopkins University,102,854,,0,0,,0,Department of Environmental Health & Engineering,48,    Undergraduate Advising,26,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/index.html,19545,307,12.458429,,68,45,12.1,84,65,10,10,d3cb7ada02d57d97d7e21bbe910daa65,0.522,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/
https://ehe.jhu.edu/undergraduate/undergraduate-advising/advisers.html,3,text/html;charset=UTF-8,200,OK,Advisers - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,129,1075,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Advisers,22,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advisers.html,17490,222,9.982847,,26,22,5.91,69,62,10,10,7955a9afd0fe2cf46f4a789813b49856,0.262,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advisers.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-manuals.html,3,text/html;charset=UTF-8,200,OK,Advising Manuals - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,137,1147,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Advising Manuals,30,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-manuals.html,18066,204,8.94498,,26,22,5.91,77,69,10,10,64eb783f72d913b5819610acd5f567d5,0.338,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-manuals.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-week.html,3,text/html;charset=UTF-8,200,OK,Advising Week - Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,120,1000,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Advising Week,27,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-week.html,18778,476,17.211805,,26,22,5.91,69,62,10,10,43f678c8f11b21c3f18b0a980c8d2317,0.273,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/advising-week.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/changing-declaring-majors-and-minors.html,3,text/html;charset=UTF-8,200,OK,Changing or Declaring Majors and Minors - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,160,1338,,0,0,,0,Department of Environmental Health & Engineering,48,Changing or Declaring Majors and Minors,39,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/changing-declaring-majors-and-minors.html,17341,244,10.716964,,26,22,5.91,69,62,10,10,4f017aec0f9bacdadc70d307ed1a2d1d,0.238,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/changing-declaring-majors-and-minors.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/forms-and-information.html,3,text/html;charset=UTF-8,200,OK,Forms and Information - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,142,1187,,0,0,,0,Department of Environmental Health & Engineering,48,Forms and Information,21,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/forms-and-information.html,19592,416,14.954035,,26,22,5.91,75,68,12,12,c8bca5c89e526a99776d03991562f5e1,0.375,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/forms-and-information.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/helpful-advising-links.html,3,text/html;charset=UTF-8,200,OK,Helpful Links - Department of Environmental Health and Engineering - Johns Hopkins University,93,764,,0,0,,0,Department of Environmental Health & Engineering,48,Helpful Links,13,Advising Links,14,Campus Links,12,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/helpful-advising-links.html,17838,223,9.923749,,26,22,5.91,69,62,16,16,55fdcf2f90bdf0861cdb284acf850576,0.276,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/helpful-advising-links.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/important-information-about-statistics-course-sequencing.html,3,text/html;charset=UTF-8,200,OK,Statistics Course Sequencing - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,149,1241,,0,0,,0,Department of Environmental Health & Engineering,48,Important Information about Statistics Course Sequencing,56,Policy on Statistics Courses Sequencing ,40,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/important-information-about-statistics-course-sequencing.html,22521,799,25.422976,,26,22,5.91,69,62,11,11,c8f604df877055eef89d0b3c4a0590e4,0.304,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/important-information-about-statistics-course-sequencing.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/index.html,3,text/html;charset=UTF-8,200,OK,Undergraduate Advising - Department of Environmental Health and Engineering - Johns Hopkins University,102,854,,0,0,,0,Department of Environmental Health & Engineering,48,    Undergraduate Advising,26,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/index.html,19565,307,12.445694,,1,1,0.27,84,66,10,10,9f8bcb592afb039f6db4d4e57ec4932f,0.213,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/index.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/music-classes-and-the-distribution-requirement.html,3,text/html;charset=UTF-8,200,OK,Music Classes and the Distribution Requirement - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,167,1390,,0,0,,0,Department of Environmental Health & Engineering,48,Music Classes at Peabody and Homewood and the Distribution Requirement,70,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/music-classes-and-the-distribution-requirement.html,18854,365,13.915721,,26,22,5.91,70,63,11,11,bab7c91b7a2e79864a51c9d174df6537,0.26,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/music-classes-and-the-distribution-requirement.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/preparing-to-graduate.html,3,text/html;charset=UTF-8,200,OK,Preparing to Graduate - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,142,1184,,0,0,,0,Department of Environmental Health & Engineering,48,Preparing to Graduate,21,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/preparing-to-graduate.html,17922,304,12.562815,,26,22,5.91,69,62,12,12,9e5b463a3bef5453f2ceab398f3b432e,0.323,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/preparing-to-graduate.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/registration-dates.html,3,text/html;charset=UTF-8,200,OK,Registration Dates - Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,125,1029,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Registration Dates,32,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/registration-dates.html,18435,295,12.126308,,26,22,5.91,69,62,12,12,1da124ffcd6fbb953c1613a601e9ae,0.305,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/registration-dates.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/students-taking-summer-classes-elsewhere.html,3,text/html;charset=UTF-8,200,OK,Students Taking Summer Classes Elsewhere - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,161,1367,,0,0,,0,Department of Environmental Health & Engineering,48,Students Taking Summer Classes Elsewhere,40,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/students-taking-summer-classes-elsewhere.html,17912,298,12.278057,,26,22,5.91,69,62,11,11,1734d03fe01c5ccb9d4b196426444349,0.341,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/students-taking-summer-classes-elsewhere.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/suggested-courses-for-undergraduates.html,3,text/html;charset=UTF-8,200,OK,Suggested Courses for Undergraduates - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,157,1324,,0,0,,0,Department of Environmental Health & Engineering,48,Suggested Courses for Undergraduates,36,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/suggested-courses-for-undergraduates.html,19175,317,12.881356,,26,22,5.91,69,62,10,10,647d346e44c35aeb2224484554dbcb79,0.364,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/suggested-courses-for-undergraduates.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/technical-electives.html,3,text/html;charset=UTF-8,200,OK,Technical Electives - Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,126,1035,,0,0,,0,Department of Environmental Health & Engineering,48,  Undergraduate Technical Electives,35,Technical Electives: Not Approved,33,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/technical-electives.html,31406,918,22.775904,,28,22,5.91,70,63,10,10,81fe1083057808b7125a734a87fe7176,0.307,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/technical-electives.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/,3,text/html;charset=UTF-8,200,OK,Undergraduate Majors - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,141,1185,,0,0,,0,Department of Environmental Health & Engineering,48,Environmental Engineering Major,31,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/index.html,36468,1756,34.457607,,25,22,5.91,71,63,10,10,6d326ca7436d22789e7140afe12d9a77,0.351,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/index.html,2,text/html;charset=UTF-8,200,OK,Undergraduate Majors - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,141,1185,,0,0,,0,Department of Environmental Health & Engineering,48,Environmental Engineering Major,31,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/index.html,36488,1756,34.43872,,5,5,1.34,71,64,10,10,a719eafc4793720eea21f83d48e990c0,0.444,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-major-advising/index.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/,3,text/html;charset=UTF-8,200,OK,Minors - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,127,1060,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Minors,20,Eligibility for Environmental Health and Engineering's Minors,61,Requirements for Envinromental Health and Engineering's Minor Programs,70,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/index.html,18983,315,12.948428,,28,22,5.91,75,65,10,10,33fdf2274362f0068e85e7552e870b31,0.44,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/engineering-for-sustainable-development-minor.html,3,text/html;charset=UTF-8,200,OK,The Engineering for Sustainable Development Minor - Department of Environmental Health and Engineering - Johns Hopkins University,129,1079,,0,0,,0,Department of Environmental Health & Engineering,48,The Engineering for Sustainable Development Minor,49,The Minor in Engineering for Sustainable Development Program: Structure and Content,83,Program Eligibility,19,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/engineering-for-sustainable-development-minor.html,23473,856,26.271149,,10,6,1.61,73,65,11,11,51dd6ce2b4d71d1d5c73b95e1562574b,0.541,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/engineering-for-sustainable-development-minor.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-engineering-minor.html,3,text/html;charset=UTF-8,200,OK,The Environmental Engineering Minor - Department of Environmental Health and Engineering - Johns Hopkins University,115,963,,0,0,,0,Department of Environmental Health & Engineering,48,The Environmental Engineering Minor ,36,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-engineering-minor.html,24723,832,25.231567,,10,6,1.61,73,65,10,10,31566d2ffb9be2d84ca1e8a4579b9030,0.35,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-engineering-minor.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-sciences-minor.html,3,text/html;charset=UTF-8,200,OK,The Environmental Sciences Minor - Department of Environmental Health and Engineering - Johns Hopkins University,112,940,,0,0,,0,Department of Environmental Health & Engineering,48,    The Environmental Sciences Minor - Requirements,51,,0,,0,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-sciences-minor.html,25257,725,22.710537,,12,8,2.15,73,65,10,10,f83cbb59435a1cf49bcd8b1159ca3af3,0.485,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/environmental-sciences-minor.html
https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/index.html,3,text/html;charset=UTF-8,200,OK,Minors - Undergraduate Advising - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,127,1060,,0,0,,0,Department of Environmental Health & Engineering,48,Undergraduate Minors,20,Eligibility for Environmental Health and Engineering's Minors,61,Requirements for Envinromental Health and Engineering's Minor Programs,70,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/index.html,19003,315,12.934799,,3,3,0.81,75,66,10,10,66a9b7c4601bc83261b3ad087a05aa3,0.36,,,,https://ehe.jhu.edu/undergraduate/undergraduate-advising/undergraduate-minor-advising/index.html
https://ehe.jhu.edu/undergraduate/why-hopkins/,2,text/html;charset=UTF-8,200,OK,Why Hopkins? - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,108,913,,0,0,,0,Department of Environmental Health & Engineering,48,Make an impact.,15,5 good reasons to study Environmental Health and Engineering at Johns Hopkins,77,,0,,,https://ehe.jhu.edu/undergraduate/why-hopkins/index.html,16041,482,20.503708,,50,45,12.1,53,47,10,10,4a35d6d988a48198797d59df68063f0d,0.256,,,,https://ehe.jhu.edu/undergraduate/why-hopkins/
https://ehe.jhu.edu/undergraduate/why-hopkins/index.html,3,text/html;charset=UTF-8,200,OK,Why Hopkins? - Undergraduate - Department of Environmental Health and Engineering - Johns Hopkins University,108,913,,0,0,,0,Department of Environmental Health & Engineering,48,Make an impact.,15,5 good reasons to study Environmental Health and Engineering at Johns Hopkins,77,,0,,,https://ehe.jhu.edu/undergraduate/why-hopkins/index.html,16061,482,20.478176,,3,3,0.81,53,48,10,10,6fd327d207280f9989fd5364430c6ca2,0.204,,,,https://ehe.jhu.edu/undergraduate/why-hopkins/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRADUATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://ehe.jhu.edu/graduate/,1,text/html;charset=UTF-8,200,OK,Graduate Programs - Master of Science in Public Health in Occupational and Environmental Hygiene - Masters Program - Graduate Programs - Department of Environmental Health and Engineering - Johns Hopkins University,214,1792,,0,0,,0,Department of Environmental Health & Engineering,48,Graduate,8,Graduate Studies Overview,25,,0,,,https://ehe.jhu.edu/graduate/index.html,15420,275,13.332036,,137,136,36.56,56,51,10,10,e363d2e9ff1e86922d030e024c3e4b19,0.331,,,,https://ehe.jhu.edu/graduate/
